"from.RECIPIENT","from.DONOR","from.PART","from.AIDTYPE","from.DATATYPE","from.TIME_FORMAT","from.UNIT","from.POWERCODE","from.REFERENCEPERIOD","from.obsTime","from.obsValue"
"Cabo Verde","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2001",0.89
"Cabo Verde","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2002",1
"Cabo Verde","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2003",0.79
"Cabo Verde","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2004",0.72
"Cabo Verde","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2005",0.9
"Cabo Verde","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2006",0.76
"Cabo Verde","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2007",0.56
"Cabo Verde","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2008",0.76
"Cabo Verde","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2009",0.77
"Cabo Verde","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2010",0.28
"Cabo Verde","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2011",1.21
"Cabo Verde","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2012",0.73
"Cabo Verde","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2013",0.82
"Cabo Verde","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1990",15.03
"Cabo Verde","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1991",10.28
"Cabo Verde","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1992",11.36
"Cabo Verde","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1993",8.32
"Cabo Verde","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1994",6.59
"Cabo Verde","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1995",11.76
"Cabo Verde","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1996",2.69
"Cabo Verde","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1997",5.45
"Cabo Verde","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1998",2.67
"Cabo Verde","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1999",0.38
"Cabo Verde","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2000",1.33
"Cabo Verde","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2001",1.19
"Cabo Verde","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2002",3.47
"Cabo Verde","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2003",0.8
"Cabo Verde","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2004",0.41
"Cabo Verde","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2005",0.41
"Cabo Verde","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2006",1
"Cabo Verde","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2007",0.3
"Cabo Verde","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2008",0.2
"Cabo Verde","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2009",0.16
"Cabo Verde","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2010",0.04
"Cabo Verde","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2011",-0.06
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1990",4.62
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1991",4.08
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1992",2.97
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1993",2.55
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1994",2.2
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1995",3.06
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1996",1.94
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1997",2.7
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1998",2.72
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1999",1.4
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2000",2
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2001",3.14
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2002",2.98
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2003",2.4
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2004",3.28
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2005",3.24
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2006",3.12
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2007",6.58
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2008",5.72
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2009",4.73
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2010",5.91
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2011",4.05
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2012",4.83
"Central African Republic","UNICEF","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2013",9.41
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1990",5.9
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1991",4.98
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1992",6.06
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1993",8.51
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1994",4.42
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1995",-1.78
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1997",1.28
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1998",0.43
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1999",1.68
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2000",2.41
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2001",1.11
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2002",4.09
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2003",2.81
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2004",4.61
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2005",3.67
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2006",4.27
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2007",3.85
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2008",5.54
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2009",4.28
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2010",4.3
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2011",4.33
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2012",1.5
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2013",0.24
"Central African Republic","WFP","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2014",6.82
"Central African Republic","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1990",0.69
"Central African Republic","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1991",2.41
"Central African Republic","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1992",2.02
"Central African Republic","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1993",2.52
"Central African Republic","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1994",3.56
"Central African Republic","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1995",4.82
"Central African Republic","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1996",5.1
"Central African Republic","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1997",4.47
"Central African Republic","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1998",5.11
"Central African Republic","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","1999",4.71
"Central African Republic","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2000",3.26
"Central African Republic","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2001",3.85
"Central African Republic","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2002",3.8
"Central African Republic","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2003",3.13
"Central African Republic","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2004",2.85
"Central African Republic","UNHCR","1 : Part I - Developing Countries","ODA: Total Net","Constant Prices","Annual","US Dollar","millions","2013","2005",0.5
