sch_name,lea_name,year,address,geocodingURL,contact,phone,accredit,sch_core_uq,lea_core_uq,st_core_uq,lea_prov_tch,lea_prov_sped_tch,st_prov_tch,st_prov_sped_tch,sch_bach,sch_mast,sch_phd,lea_bach,lea_mast,lea_phd,st_bach,st_mast,st_phd,sch_prov_tch,sch_prov_sped_tch,eid,street,city,state,country,title1_p,title1_f,combokey,nces_school_id,leaid,schid,sch_address,sch_city,sch_zip,jj,prek,k,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,ug,sp_ed,mg_sch,charter_sch,alt_sch,ab_group,mg_sch2,alt_acd_dif,alt_disc_prob,alt_other,gte_program,provide_ap,num_ap_courses,student_ap_choice,m_ame_7_enrol,m_asi_7_enrol,m_his_7_enrol,m_bla_7_enrol,m_whi_7_enrol,m_hi_pac_7_enrol,m_2_or_more_7_enrol,m_tot_7_enrol,m_dis_idea_7_enrol,m_dis_504_7_enrol,m_lep_7_enrol,f_ame_7_enrol,f_asi_7_enrol,f_his_7_enrol,f_bla_7_enrol,f_whi_7_enrol,f_hi_pac_7_enrol,f_2_or_more_7_enrol,f_tot_7_enrol,f_dis_idea_7_enrol,f_dis_504_7_enrol,f_lep_7_enrol,tot_fte,fte_cert,teach_1st_yr,teach_2nd_yr,counsel,tot_enroll,m_perc,f_perc,ame_tot,asi_tot,his_tot,bla_tot,whi_tot,hi_pac_tot,more_tot,dis_504_tot,lep_tot,ame_perc,asi_perc,his_perc,bla_perc,whi_perc,hi_pac_perc,more_perc,dis_504_perc,lep_perc,teach_1st_perc,teach_2nd_perc,title_1,fte_absent,fte_teachers_fin,teach_amount,avg_teach_salary,tot_salaries,inst_salaries,expend,fte_absent_perc,read_3_score,read_4_score,read_5_score,read_6_score,read_7_score,read_8_score,read_11_score,write_5_score,write_8_score,write_11_score,math_3_score,math_4_score,math_5_score,math_6_score,math_7_score,math_8_score,alg_1_score,alg_2_score,geo_score,avg_eng_score,avg_math_score,poor_perc,blk_perc,azn_perc,wht_perc,male_perc,fem_perc,sev_dis_perc,pop5to17,pop5to17lag,pov5to17,pov5to17lag,pov_5to17_perc,pov_5to17_lag_perc,teach_3rd_higher,mastbachratio,perc_cert,logenroll,logfte,ratio,meanpov,cenpov,meanexp,cenexp,meaneduc,ceneduc,meancert,cencert,p25pov,p75pov,p25exp,p75exp,p25educ,p75educ,p25cert,p75cert,expint,educint,certint,yearid,v188
PROVIDENCE MIDDLE,CHESTERFIELD CO PBLC SCHS,_12,"900 Starlight Lane, North Chesterfield, VA 23235-5354",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=900+Starlight+Lane%2C+North+Chesterfield%2C+VA+23235-5354,Principal: Dr. Derek Wasnock,(804) 674-1355,Fully Accredited,0,0,1,3,1,5,1,54,42,4,47,48,1,41,56,1,3,0,1535,900 Starlight Lane,NORTH CHESTERFIELD,VA,USA,0,0,5.101E11,5.101E11,5100840,344,900 STARLIGHT LANE,RICHMOND,23235,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,14,83,248,155,2,20,524,103,11,41,2,14,50,179,161,2,14,422,52,8,26,55.2,53.2,7,3,,946,55.39,44.61,4,28,133,427,316,4,34,19,67,0.42,2.96,14.06,45.14,33.4,0.42,3.59,2.01,7.08,12.68,5.43,0,29,55.2,3462817,62732,5360542,3793974,43925,52.54,,,,466,457,463,,,424,,,,,417,403,460,407,,,447.8967,411.7953,51.42,45.52,2.95,32.9,55.66,44.34,11.44,61694,62081,5366,5711,8.697766,0.0919927,81.89,0.7777778,96.37681,6.852242,4.010963,17.13768,15.90492,-7.207152,90.38022,-8.490219,1.486381,-0.7086034,97.32459,-0.9477844,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,61.1903,5.107013,6.830827,_12,423
BELLWOOD ELEM,CHESTERFIELD CO PBLC SCHS,_12,"9536 Dawnshire Rd, North Chesterfield, VA 23237-3455",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=9536+Dawnshire+Rd%2C+North+Chesterfield%2C+VA+23237-3455,Principal: Jennifer Rudd,(804) 743-3600,Fully Accredited,0,0,1,3,1,5,1,52,48,0,47,48,1,41,56,1,,,1533,9536 Dawnshire Rd,NORTH CHESTERFIELD,VA,USA,0,0,5.101E11,5.101E11,5100840,315,9536 DAWNSHIRE RD,RICHMOND,23237,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,8,80,47,113,0,0,250,97,2,47,2,5,68,38,98,0,8,219,37,0,35,29.4,29.4,0,0,,469,53.3,46.7,4,13,148,85,211,0,8,2,82,0.85,2.77,31.56,18.12,44.99,0,1.71,0.43,17.48,0,0,1,11,29.4,1855550,63114,2778724,1997412,19401,37.41,490,481,467,,,,,444,,,433,454,445,438,,,,,,472.3551,441.9138,77.8,17.42,2.39,44.87,52.27,47.73,7.16,61694,62081,5366,5711,8.697766,0.0919927,100,0.9230769,100,6.150603,3.380995,15.95238,15.90492,-7.207152,90.38022,9.619781,1.486381,-0.5633042,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-69.33123,4.05982,-19.28207,_12,395
SALEM CHURCH ELEM,CHESTERFIELD CO PBLC SCHS,_12,"9600 Salem Church Rd., North Chesterfield, VA 23237-3130",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=9600+Salem+Church+Rd.%2C+North+Chesterfield%2C+VA+23237-3130,Principal: Cathy Cameron,(804) 768-6215,Accredited with Warning,0,0,1,3,1,5,1,50,50,0,47,48,1,41,56,1,,,1537,9600 Salem Church Rd.,NORTH CHESTERFIELD,VA,USA,0,0,5.101E11,5.101E11,5100840,348,9600 SALEM CHURCH RD.,RICHMOND,23237,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,0,50,71,197,2,17,337,61,2,23,2,2,47,50,182,0,14,297,31,0,17,36,35,2,0,,634,53.15,46.85,2,2,97,121,379,2,31,2,40,0.32,0.32,15.3,19.09,59.78,0.32,4.89,0.32,6.31,5.56,0,0,18,36,2329162,64699,3394287,2564657,30182,50,446,456,465,,,,,430,,,393,409,383,457,,,,,,449.5406,396.8065,45.88,19.76,0,60.14,53.61,46.39,2.58,61694,62081,5366,5711,8.697766,0.0919927,94.44,1,97.22222,6.452049,3.583519,17.61111,15.90492,-7.207152,90.38022,4.059784,1.486381,-0.4863812,97.32459,-0.1023712,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-29.25948,3.505423,0.7378049,_12,427
SALEM CHURCH MIDDLE,CHESTERFIELD CO PBLC SCHS,_12,"9700 Salem Church Rd.;, North Chesterfield, VA 23237-3128",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=9700+Salem+Church+Rd.%3B%2C+North+Chesterfield%2C+VA+23237-3128,Principal: Dr. Greg Ecroyd,(804) 768-6225,Fully Accredited,0,0,1,3,1,5,1,47,48,4,47,48,1,41,56,1,3,0,1538,9700 Salem Church Rd.;,NORTH CHESTERFIELD,VA,USA,0,0,5.101E11,5.101E11,5100840,349,9700 SALEM CHURCH RD.;,RICHMOND,23237,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,8,62,134,236,0,14,454,115,5,14,0,11,74,128,200,2,17,432,55,2,20,60.5,60,3,1,,886,51.24,48.76,0,19,136,262,436,2,31,7,34,0,2.14,15.35,29.57,49.21,0.23,3.5,0.79,3.84,4.96,1.65,0,22,60.5,3930362,64965,5351570,4350136,46172,36.36,,,,473,457,470,,,424,,,,,411,401,442,416,,452,450.6806,408.018,51.63,28.78,2.42,49.46,51.63,48.37,15.36,61694,62081,5366,5711,8.697766,0.0919927,93.39,1.021277,99.17355,6.786717,4.102643,14.64463,15.90492,-7.207152,90.38022,3.009781,1.486381,-0.4651046,97.32459,1.848961,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-21.69195,3.35208,-13.32574,_12,428
RED HILL ELEM,ALBEMARLE CO PBLC SCHS,_12,"3901 Red Hill School Road, North Garden, VA 22959-1704",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=3901+Red+Hill+School+Road%2C+North+Garden%2C+VA+22959-1704,Principal: Mr. Art Stow,(434) 293-5332,Accredited with Warning,0,1,1,3,1,5,1,27,73,0,39,59,2,41,56,1,,,1750,3901 Red Hill School Road,NORTH GARDEN,VA,USA,0,0,5.1E11,5.1E11,5100090,29,3901 RED HILL SCHOOL ROAD,NORTH GARDEN,22959,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,0,5,8,68,0,5,86,13,2,5,0,0,2,11,65,0,8,86,4,0,2,12.85,12.85,0,0,,172,50,50,0,0,7,19,133,0,13,2,7,0,0,4.07,11.05,77.33,0,7.56,1.16,4.07,0,0,1,0,12.85,725595,56467,916706,753524,56255,0,444,432,492,,,,,475,,,408,399,439,,,,,,,461.486,416.0641,53.76,10.98,0,76.88,51.45,48.55,0,15921,15783,1546,1500,9.710445,0.095039,100,2.703704,100,5.147494,2.553344,13.38521,15.90492,-6.194473,90.38022,9.619781,1.486381,1.217322,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-59.58948,-7.540671,-16.57274,_12,102
SPRINGVILLE ELEM,TAZEWELL CO PBLC SCHS,_12,"144 Schoolhouse Road, North Tazewell, VA 24630-9752",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=144+Schoolhouse+Road%2C+North+Tazewell%2C+VA+24630-9752,Principal: Sandra Tatum,(276) 322-5900,Fully Accredited,0,0,1,3,2,5,1,67,33,0,57,40,1,41,56,1,,,599,144 Schoolhouse Road,NORTH TAZEWELL,VA,USA,0,0,5.104E11,5.104E11,5103810,1664,144 SCHOOLHOUSE ROAD,NORTH TAZEWELL,24630,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,0,0,2,74,0,2,78,28,0,0,0,0,2,0,74,0,2,78,10,0,2,11.5,11.5,0,0,,156,50,50,0,0,2,2,148,0,4,0,2,0,0,1.28,1.28,94.87,0,2.56,0,1.28,0,0,1,4,8.25,345544,41884,480727,355664,3784,34.78,486,470,494,,,,,444,,,444,426,447,,,,,,,473.2903,438.5571,49.01,0,0,96.03,53.64,46.36,0,6595,6670,1537,1373,23.30553,0.2058471,100,0.4925373,100,5.049856,2.442347,13.56522,15.90492,7.400616,90.38022,9.619781,1.486381,-0.9938439,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,71.19231,-7.355056,19.79966,_12,1825
NORTH TAZEWELL ELEM,TAZEWELL CO PBLC SCHS,_12,"300 West Riverside Drive, North Tazewell, VA 24630-9505",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=300+West+Riverside+Drive%2C+North+Tazewell%2C+VA+24630-9505,Principal: Mrs. Irene Mullins,(276) 988-4510,Fully Accredited,0,0,1,3,2,5,1,59,41,0,57,40,1,41,56,1,5,0,634,300 West Riverside Drive,NORTH TAZEWELL,VA,USA,0,0,5.104E11,5.104E11,5103810,1657,300 RIVERSIDE DR,NORTH TAZEWELL,24630,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,0,2,8,155,0,0,165,34,0,0,0,2,2,5,149,0,2,160,22,0,0,22,22,4,2,,325,50.77,49.23,0,2,4,13,304,0,2,0,0,0,0.62,1.23,4,93.54,0,0.62,0,0,18.18,9.09,1,9,16,544371,34023,836475,655568,6682,40.91,479,464,471,,,,,438,,,417,420,389,,,,,,,463.0564,409.0884,67.7,3.44,0,95.19,49.48,50.52,0,6595,6670,1537,1373,23.30553,0.2058471,72.73,0.6949152,100,5.783825,3.091043,14.77273,15.90492,7.400616,90.38022,-17.65022,1.486381,-0.7914659,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-130.6225,-5.857335,19.79966,_12,1820
JI BURTON HIGH,NORTON CITY PBLC SCHS,_12,"109 11th St, Norton, VA 24273",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=109+11th+St%2C+Norton%2C+VA+24273,Principal: Mr. Aaron Williams,(276) 679-2554,Fully Accredited,0,0,1,1,3,5,1,64,36,0,51,46,0,41,56,1,4,4,283,109 11th St,NORTON,VA,USA,0,0,5.103E11,5.103E11,5102760,1162,109 11TH ST,NORTON,24273,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,,,1,1,1,1,0,0,2,14,155,0,2,173,31,2,2,2,0,2,17,131,0,20,172,13,2,2,23,23,3,0,1,345,50.14,49.86,2,0,4,31,286,0,22,4,4,0.58,0,1.16,8.99,82.9,0,6.38,1.16,1.16,13.04,0,0,8,23,899652,39115,927865,614046,553036,34.78,,,,,,482,499,,423,479,,,,,,377,404,402,408,488.9225,404.9651,39.18,8.77,0,83.04,50.58,49.42,5.85,609,639,172,185,28.24302,0.2895149,86.96,0.5625,100,5.843544,3.135494,15,15.90492,12.3381,90.38022,-3.420219,1.486381,-0.9238812,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-42.19902,-11.39894,33.00945,_12,1319
NORTON ELEM,NORTON CITY PBLC SCHS,_12,"205 E Park Ave, Norton, VA 24273",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=205+E+Park+Ave%2C+Norton%2C+VA+24273,Principal: Gina Wohlford,(276) 679-0971,Fully Accredited,0,0,1,1,3,5,1,43,52,0,51,46,0,41,56,1,0,2,284,205 E Park Ave,NORTON,VA,USA,0,0,5.103E11,5.103E11,5102760,1163,205 E PARK AVE,NORTON,24273,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,2,5,26,239,0,14,286,52,0,2,2,2,5,23,227,0,17,276,34,0,2,40,40,2,2,,562,50.89,49.11,2,4,10,49,466,0,31,0,4,0.36,0.71,1.78,8.72,82.92,0,5.52,0,0.71,5,5,1,14,40,1671534,41788,2264421,1870562,313687,35,470,487,470,485,470,,,436,,,398,439,393,439,386,,,,,465.0826,408.55,38.97,8.72,0,82.92,50.89,49.11,3.38,609,639,172,185,28.24302,0.2895149,90,1.209302,100,6.331502,3.688879,14.05,15.90492,12.3381,90.38022,-0.3802185,1.486381,-0.2770789,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-4.691175,-3.418628,33.00945,_12,1320
CENTRAL HIGH,WISE CO PBLC SCHS,_12,"5000 Warrior Dr., Norton, VA 24273",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=5000+Warrior+Dr.%2C+Norton%2C+VA+24273,Principal: Charles W. Collins,(276) 328-8015,Fully Accredited,0,0,1,3,1,5,1,61,39,0,63,32,0,41,56,1,2,2,544,5000 Warrior Dr.,NORTON,VA,USA,0,0,5.104E11,5.104E11,5104080,1789,PO BOX 796,WISE,24293,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,,,,,1,1,17,1,0,0,8,2,332,0,0,342,55,0,5,0,2,2,2,290,0,0,296,16,0,2,53,52,0,1,2,638,53.61,46.39,0,2,10,4,622,0,0,0,7,0,0.31,1.57,0.63,97.49,0,0,0,1.1,0,1.89,0,9,53,1904301,35930,2625323,1946013,234277,16.98,,,,,,,489,,,473,,,,,,,410,436,432,480.9778,426.0658,42.96,0,0,97.48,54.07,45.93,10.81,6152,6259,1557,1590,25.30884,0.2540342,98.11,0.6393443,98.1132,6.458338,3.970292,12.03774,15.90492,9.403923,90.38022,7.729782,1.486381,-0.8470369,97.32459,0.7886124,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,72.69028,-7.96547,7.41605,_12,1973
ARCADIA MIDDLE,ACCOMACK CO PBLC SCHS,_12,"P. O. Box 220, Oak Hall, VA 23416",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=P.+O.+Box+220%2C+Oak+Hall%2C+VA+23416,Principal: Mr. Brian Tupper,(757) 824-4862,Accredited with Warning,1,4,1,13,0,5,1,72,28,0,60,37,1,41,56,1,6,0,3998,P. O. Box 220,OAK HALL,VA,USA,0,0,5.1E11,5.1E11,5100060,2434,P. O. BOX 220,OAK HALL,23416,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,2,44,107,98,0,2,255,34,2,17,0,2,32,83,98,0,5,220,16,2,14,45,45,3,0,,475,53.68,46.32,2,4,76,190,196,0,7,4,31,0.42,0.84,16,40,41.26,0,1.47,0.84,6.53,6.67,0,1,21,45,1813410,40298,2397652,1922509,0,46.67,,,,450,461,472,,,429,,,,,404,374,408,435,,,453.7338,395.6234,68,40.21,0,40.21,53.05,46.95,6.32,5009,5024,1531,1352,30.56498,0.2691083,93.33,0.3888889,100,6.163315,3.806663,10.55556,15.90492,14.66006,90.38022,2.949783,1.486381,-1.097492,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,43.24401,-16.0893,39.22164,_12,68
ARCADIA HIGH,ACCOMACK CO PBLC SCHS,_12,"PO Box 69, Oak Hall, VA 23416-0069",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=PO+Box+69%2C+Oak+Hall%2C+VA+23416-0069,Principal: Rose Taylor,(757) 824-5613,Fully Accredited,5,4,1,13,0,5,1,48,42,4,60,37,1,41,56,1,20,0,1783,PO Box 69,OAK HALL,VA,USA,0,0,5.1E11,5.1E11,5100060,2028,PO BOX 69,OAK HALL,23416,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,,,0,1,25,1,0,5,53,137,122,0,0,317,49,2,17,0,2,44,125,116,2,2,291,31,5,14,44,44,4,3,2,608,52.14,47.86,0,7,97,262,238,2,2,7,31,0,1.15,15.95,43.09,39.14,0.33,0.33,1.15,5.1,9.09,6.82,0,17,44,1900943,43203,26451414,1924905,0,38.64,,,,,,,453,,,448,,,,,,,401,382,402,450.4916,397.1335,63.31,42.31,0,39.83,51.57,48.43,10.25,5009,5024,1531,1352,30.56498,0.2691083,84.09,0.875,100,6.410175,3.78419,13.81818,15.90492,14.66006,90.38022,-6.290222,1.486381,-0.6113812,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-92.21505,-8.962887,39.22164,_12,66
WAPLES MILL ELEM,FAIRFAX CO PBLC SCHS,_12,"11509 Waples Mill Rd, Oakton, VA 22124",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=11509+Waples+Mill+Rd%2C+Oakton%2C+VA+22124,Principal: Ms. Linda Thetford,(703) 390-7700,Fully Accredited,0,2,1,6,2,5,1,21,76,1,26,72,2,41,56,1,5,7,1271,11509 Waples Mill Rd,OAKTON,VA,USA,0,0,5.101E11,5.101E11,5101260,88,11509 WAPLES MILL RD,OAKTON,22124,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,92,41,14,284,2,38,471,76,8,77,0,80,47,11,245,2,32,417,28,5,47,67.5,66.5,2,3,,888,53.04,46.96,0,172,88,25,529,4,70,13,124,0,19.37,9.91,2.82,59.57,0.45,7.88,1.46,13.96,2.96,4.44,0,13,49,2904789,59281,3959957,3191827,136159,19.26,507,524,501,532,,,,477,,,452,474,425,437,465,,,,,502.2989,452.6763,5.92,2.96,19.45,59.95,52.67,47.33,7.06,192302,191047,14596,15042,7.590145,0.0787346,92.6,3.619048,98.51852,6.788972,4.212128,13.15556,15.90492,-8.314774,90.38022,2.21978,1.486381,2.132667,97.32459,1.193924,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-18.45697,-17.73264,-9.927207,_12,522
OAKTON ELEM,FAIRFAX CO PBLC SCHS,_12,"3000 Chain Bridge Rd, Oakton, VA 22124",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=3000+Chain+Bridge+Rd%2C+Oakton%2C+VA+22124,Principal: Ms. Christine M Gray,(703) 937-6100,Fully Accredited,0,2,1,6,2,5,1,29,71,0,26,72,2,41,56,1,7,2,1494,3000 Chain Bridge Rd,OAKTON,VA,USA,0,0,5.101E11,5.101E11,5101260,549,3000 CHAIN BRIDGE RD,OAKTON,22124,,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,74,38,14,239,0,23,390,55,5,56,2,71,35,11,209,0,29,357,28,2,56,52.9,52.9,3,3,,747,52.21,47.79,4,145,73,25,448,0,52,7,112,0.54,19.41,9.77,3.35,59.97,0,6.96,0.94,14.99,5.67,5.67,0,15,41.9,2331913,55654,3110470,2564182,123820,28.36,517,535,522,524,,,,491,,,461,476,443,475,507,,,,,516.1132,460.9129,9.5,3.21,19.68,59.97,52.34,47.66,6.56,192302,191047,14596,15042,7.590145,0.0787346,88.66,2.448276,100,6.616065,3.968403,14.12098,15.90492,-8.314774,90.38022,-1.720215,1.486381,0.9618946,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,14.3032,-7.997936,-22.24541,_12,619
TWIN VALLEY ELEMENTARY/MIDDLE,BUCHANAN CO PBLC SCHS,_12,"9017 Riverside Drive, Oakwood, VA 24631",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=9017+Riverside+Drive%2C+Oakwood%2C+VA+24631,Principal: Dr. Kathy Witt,(276) 498-4537,Accredited with Warning,2,3,1,6,1,5,1,74,26,0,58,39,0,41,56,1,6,0,2660,9017 Riverside Drive,OAKWOOD,VA,USA,0,0,5.101E11,5.101E11,5100510,1946,9017 RIVERSIDE DRIVE,OAKWOOD,24631,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,2,2,0,215,0,2,221,52,5,0,0,0,2,0,203,0,0,205,22,5,0,32,30,4,0,,426,51.88,48.12,0,2,4,0,418,0,2,10,0,0,0.47,0.94,0,98.12,0,0.47,2.35,0,12.5,0,1,17,31.67,1322096,41746,2034999,1566821,21211,53.13,455,443,431,474,465,,,430,,,384,385,408,411,402,,,,,442.1829,390.3403,61.93,0,0,98.31,50.84,49.16,4.1,3284,3277,845,834,25.73082,0.2545011,87.5,0.3513514,93.75,6.05444,3.465736,13.3125,15.90492,9.825897,90.38022,-2.880219,1.486381,-1.13503,97.32459,-3.574593,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-28.30073,-11.15269,-35.12358,_12,283
NANDUA MIDDLE,ACCOMACK CO PBLC SCHS,_12,"20330 Warrior Dr., Onley, VA 23418",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=20330+Warrior+Dr.%2C+Onley%2C+VA+23418,Principal: Mr. John Killmon,(757) 787-7037,Fully Accredited,2,4,1,13,0,5,1,69,31,0,60,37,1,41,56,1,6,0,3997,20330 Warrior Dr.,ONLEY,VA,USA,0,0,5.1E11,5.1E11,5100060,2433,20330 WARRIOR DR.,ONLEY,23418,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,2,38,113,116,0,2,273,31,8,32,2,2,26,119,86,0,2,237,19,2,17,43,39,3,0,,510,53.53,46.47,4,4,64,232,202,0,4,10,49,0.78,0.78,12.55,45.49,39.61,0,0.78,1.96,9.61,6.98,0,1,3,43,1835028,42675,2382130,1861996,0,6.98,,,,458,472,465,,,430,,,,,398,391,411,443,,,456.1501,403.3718,60.54,46.17,0,38.51,53.64,46.36,8.43,5009,5024,1531,1352,30.56498,0.2691083,93.02,0.4492754,90.69768,6.234411,3.7612,11.86047,15.90492,14.66006,90.38022,2.639778,1.486381,-1.037106,97.32459,-6.626915,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,38.69931,-15.20404,-97.15099,_12,67
NANDUA HIGH,ACCOMACK CO PBLC SCHS,_12,"26350 Lankford Highway, Onley, VA 23418",https://maps.googleapis.com/maps/api/geocode/json?key=AIzaSyBmqvR_Y10Ppg2aT44rbSMVZqoqIg_u9WA&address=26350+Lankford+Highway%2C+Onley%2C+VA+23418,Principal: Mr. Brian Patterson,(757) 787-4514,Fully Accredited,3,4,1,13,0,5,1,47,47,0,60,37,1,41,56,1,10,0,1775,26350 Lankford Highway,ONLEY,VA,USA,0,0,5.1E11,5.1E11,5100060,2003,26350 LANKFORD HIGHWAY,ONLEY,23418,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,,,0,1,25,1,0,2,26,146,134,0,2,310,34,14,26,0,0,32,122,134,0,2,290,16,2,29,44,44,9,2,2,600,51.67,48.33,0,2,58,268,268,0,4,16,55,0,0.33,9.67,44.67,44.67,0,0.67,2.67,9.17,20.45,4.55,0,5,44,1931559,43899,2775131,1958527,0,11.36,,,,,,,480,,,467,,,,,,,421,422,427,473.3843,423.7507,62.39,45.36,0,44.35,52.28,47.72,8.6,5009,5024,1531,1352,30.56498,0.2691083,75,1,100,6.39693,3.78419,13.63636,15.90492,14.66006,90.38022,-15.38022,1.486381,-0.4863812,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-0.6634321,0.3621037,0.1176758,2.675407,-225.475,-7.130379,39.22164,_12,64
