NAME,ADDRESS,CONTACT,NUMBER,LEA,ACCREDIT,TITLE1_P,TITLE1_F,SCH_PERC_COREUQ_13,LEA_PERC_COREUQ_13,ST_PERC_COREUQ_13,SCH_PERC_PROV_13,SCH_PERC_PROVSPED_13,LEA_PERC_PROV_13,LEA_PERC_PROVSPED_13,ST_PERC_PROV_13,ST_PERC_PROVSPED_13,SCH_PERC_BACH_13,SCH_PERC_MAST_13,SCH_PERC_PHD_13,LEA_PERC_BACH_13,LEA_PERC_MAST_13,LEA_PERC_PHD_13,ST_PERC_BACH_13,ST_PERC_MAST_13,ST_PERC_PHD_13,SCH_3_READ_ADV_13,LEA_3_READ_ADV_13,ST_3_READ_ADV_13,SCH_3_READ_PROF_13,LEA_3_READ_PROF_13,ST_3_READ_PROF_13,SCH_3_READ_PASS_13,LEA_3_READ_PASS_13,ST_3_READ_PASS_13,SCH_3_READ_FAIL_13,LEA_3_READ_FAIL_13,ST_3_READ_FAIL_13,SCH_3_MATH_ADV_13,LEA_3_MATH_ADV_13,ST_3_MATH_ADV_13,SCH_3_MATH_PROF_13,LEA_3_MATH_PROF_13,ST_3_MATH_PROF_13,SCH_3_MATH_PASS_13,LEA_3_MATH_PASS_13,ST_3_MATH_PASS_13,SCH_3_MATH_FAIL_13,LEA_3_MATH_FAIL_13,ST_3_MATH_FAIL_13,SCH_4_READ_ADV_13,LEA_4_READ_ADV_13,ST_4_READ_ADV_13,SCH_4_READ_PROF_13,LEA_4_READ_PROF_13,ST_4_READ_PROF_13,SCH_4_READ_PASS_13,LEA_4_READ_PASS_13,ST_4_READ_PASS_13,SCH_4_READ_FAIL_13,LEA_4_READ_FAIL_13,ST_4_READ_FAIL_13,SCH_4_MATH_ADV_13,LEA_4_MATH_ADV_13,ST_4_MATH_ADV_13,SCH_4_MATH_PROF_13,LEA_4_MATH_PROF_13,ST_4_MATH_PROF_13,SCH_4_MATH_PASS_13,LEA_4_MATH_PASS_13,ST_4_MATH_PASS_13,SCH_4_MATH_FAIL_13,LEA_4_MATH_FAIL_13,ST_4_MATH_FAIL_13,SCH_5_READ_ADV_13,LEA_5_READ_ADV_13,ST_5_READ_ADV_13,SCH_5_READ_PROF_13,LEA_5_READ_PROF_13,ST_5_READ_PROF_13,SCH_5_READ_PASS_13,LEA_5_READ_PASS_13,ST_5_READ_PASS_13,SCH_5_READ_FAIL_13,LEA_5_READ_FAIL_13,ST_5_READ_FAIL_13,SCH_5_READ_ADV_13,LEA_5_READ_ADV_13,ST_5_READ_ADV_13,SCH_5_READ_PROF_13,LEA_5_READ_PROF_13,ST_5_READ_PROF_13,SCH_5_READ_PASS_13,LEA_5_READ_PASS_13,ST_5_READ_PASS_13,SCH_5_READ_FAIL_13,LEA_5_READ_FAIL_13,ST_5_READ_FAIL_13,SCH_5_MATH_ADV_13,LEA_5_MATH_ADV_13,ST_5_MATH_ADV_13,SCH_5_MATH_PROF_13,LEA_5_MATH_PROF_13,ST_5_MATH_PROF_13,SCH_5_MATH_PASS_13,LEA_5_MATH_PASS_13,ST_5_MATH_PASS_13,SCH_5_MATH_FAIL_13,LEA_5_MATH_FAIL_13,ST_5_MATH_FAIL_13,SCH_8_READ_ADV_13,LEA_8_READ_ADV_13,ST_8_READ_ADV_13,SCH_8_READ_PROF_13,LEA_8_READ_PROF_13,ST_8_READ_PROF_13,SCH_8_READ_PASS_13,LEA_8_READ_PASS_13,ST_8_READ_PASS_13,SCH_8_READ_FAIL_13,LEA_8_READ_FAIL_13,ST_8_READ_FAIL_13,SCH_8_MATH_ADV_13,LEA_8_MATH_ADV_13,ST_8_MATH_ADV_13,SCH_8_MATH_PROF_13,LEA_8_MATH_PROF_13,ST_8_MATH_PROF_13,SCH_8_MATH_PASS_13,LEA_8_MATH_PASS_13,ST_8_MATH_PASS_13,SCH_8_MATH_FAIL_13,LEA_8_MATH_FAIL_13,ST_8_MATH_FAIL_13,SCH_HS_READ_ADV_13,LEA_HS_READ_ADV_13,ST_HS_READ_ADV_13,SCH_HS_READ_PROF_13,LEA_HS_READ_PROF_13,ST_HS_READ_PROF_13,SCH_HS_READ_PASS_13,LEA_HS_READ_PASS_13,ST_HS_READ_PASS_13,SCH_HS_READ_FAIL_13,LEA_HS_READ_FAIL_13,ST_HS_READ_FAIL_13,SCH_HS_MATH_ADV_13,LEA_HS_MATH_ADV_13,ST_HS_MATH_ADV_13,SCH_HS_MATH_PROF_13,LEA_HS_MATH_PROF_13,ST_HS_MATH_PROF_13,SCH_HS_MATH_PASS_13,LEA_HS_MATH_PASS_13,ST_HS_MATH_PASS_13,SCH_HS_MATH_FAIL_13,LEA_HS_MATH_FAIL_13,ST_HS_MATH_FAIL_13,SCH_HS_ALG1_ADV_13,LEA_HS_ALG1_ADV_13,ST_HS_ALG1_ADV_13,SCH_HS_ALG1_PROF_13,LEA_HS_ALG1_PROF_13,ST_HS_ALG1_PROF_13,SCH_HS_ALG1_PASS_13,LEA_HS_ALG1_PASS_13,ST_HS_ALG1_PASS_13,SCH_HS_ALG1_FAIL_13,LEA_HS_ALG1_FAIL_13,ST_HS_ALG1_FAIL_13,SCH_HS_GEOM_ADV_13,LEA_HS_GEOM_ADV_13,ST_HS_GEOM_ADV_13,SCH_HS_GEOM_PROF_13,LEA_HS_GEOM_PROF_13,ST_HS_GEOM_PROF_13,SCH_HS_GEOM_PASS_13,LEA_HS_GEOM_PASS_13,ST_HS_GEOM_PASS_13,SCH_HS_GEOM_FAIL_13,LEA_HS_GEOM_FAIL_13,ST_HS_GEOM_FAIL_13,SCH_HS_ALG2_ADV_13,LEA_HS_ALG2_ADV_13,ST_HS_ALG2_ADV_13,SCH_HS_ALG2_PROF_13,LEA_HS_ALG2_PROF_13,ST_HS_ALG2_PROF_13,SCH_HS_ALG2_PASS_13,LEA_HS_ALG2_PASS_13,ST_HS_ALG2_PASS_13,SCH_HS_ALG2_FAIL_13,LEA_HS_ALG2_FAIL_13,ST_HS_ALG2_FAIL_13,SCH_6_READ_ADV_13,LEA_6_READ_ADV_13,ST_6_READ_ADV_13,SCH_6_READ_PROF_13,LEA_6_READ_PROF_13,ST_6_READ_PROF_13,SCH_6_READ_PASS_13,LEA_6_READ_PASS_13,ST_6_READ_PASS_13,SCH_6_READ_FAIL_13,LEA_6_READ_FAIL_13,ST_6_READ_FAIL_13,SCH_6_MATH_ADV_13,LEA_6_MATH_ADV_13,ST_6_MATH_ADV_13,SCH_6_MATH_PROF_13,LEA_6_MATH_PROF_13,ST_6_MATH_PROF_13,SCH_6_MATH_PASS_13,LEA_6_MATH_PASS_13,ST_6_MATH_PASS_13,SCH_6_MATH_FAIL_13,LEA_6_MATH_FAIL_13,ST_6_MATH_FAIL_13,SCH_7_READ_ADV_13,LEA_7_READ_ADV_13,ST_7_READ_ADV_13,SCH_7_READ_PROF_13,LEA_7_READ_PROF_13,ST_7_READ_PROF_13,SCH_7_READ_PASS_13,LEA_7_READ_PASS_13,ST_7_READ_PASS_13,SCH_7_READ_FAIL_13,LEA_7_READ_FAIL_13,ST_7_READ_FAIL_13,SCH_7_MATH_ADV_13,LEA_7_MATH_ADV_13,ST_7_MATH_ADV_13,SCH_7_MATH_PROF_13,LEA_7_MATH_PROF_13,ST_7_MATH_PROF_13,SCH_7_MATH_PASS_13,LEA_7_MATH_PASS_13,ST_7_MATH_PASS_13,SCH_7_MATH_FAIL_13,LEA_7_MATH_FAIL_13,ST_7_MATH_FAIL_13,
Shrevewood Elementary,"7525 Shreve Rd, Falls Church, VA 22043",Principal: Ms. Michelle I. Eugene,(703) 645-6600,Fairfax County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,2,1,4,4,6,2,5,1,34,66,0,27,71,1,42,56,1,26,24,16,54,50,53,80,74,69,20,26,31,23,21,16,49,49,51,72,70,67,28,30,33,13,23,18,52,53,52,66,75,70,34,25,30,13,32,26,49,51,54,63,83,80,37,17,20,18,33,21,57,46,53,76,79,73,24,21,27,21,33,23,69,46,48,90,80,71,10,20,29,12,20,24,63,53,49,75,74,73,25,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,24,15,63,58,58,88,82,73,12,18,27,10,18,13,75,70,62,84,88,76,16,12,24,,,,,,,,,,,,,33,27,14,67,50,51,100,77,65,0,23,35,1328
Westgate Elementary,"7500 Magarity Rd, Falls Church, VA 22043",Principal: Dr. Julie K Easa,(703) 610-5700,Fairfax County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,2,1,12,0,6,2,5,1,33,67,0,27,71,1,42,56,1,23,24,16,52,50,53,75,74,69,25,26,31,20,21,16,57,49,51,77,70,67,23,30,33,23,23,18,53,53,52,75,75,70,25,25,30,54,32,26,44,51,54,98,83,80,3,17,20,17,33,21,58,46,53,75,79,73,25,21,27,22,33,23,51,46,48,73,80,71,27,20,29,18,20,24,55,53,49,73,74,73,27,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,24,15,63,58,58,82,82,73,18,18,27,28,18,13,70,70,62,98,88,76,2,12,24,,,,,,,,,,,,,65,27,14,35,50,51,100,77,65,0,23,35,1329
Silverbrook Elementary,"9350 Crosspointe Dr, Fairfax Station, VA 22039",Principal: Ms. Melaney Mackin,(703) 690-5100,Fairfax County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,2,1,17,2,6,2,5,1,45,53,2,27,71,1,42,56,1,25,24,16,51,50,53,76,74,69,24,26,31,28,21,16,50,49,51,78,70,67,22,30,33,17,23,18,57,53,52,73,75,70,27,25,30,24,32,26,61,51,54,85,83,80,15,17,20,39,33,21,53,46,53,92,79,73,8,21,27,40,33,23,50,46,48,90,80,71,10,20,29,21,20,24,61,53,49,82,74,73,18,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,24,15,66,58,58,96,82,73,4,18,27,0,18,13,93,70,62,93,88,76,7,12,24,,,,,,,,,,,,,44,27,14,53,50,51,96,77,65,4,23,35,1330
Cardinal Forest Elementary,"8600 Forrester Blvd, Springfield, VA 22152",Principal: Ms. Karen H. Kenna,(703) 923-5200,Fairfax County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,3,2,1,10,3,6,2,5,1,36,62,0,27,71,1,42,56,1,21,24,16,49,50,53,70,74,69,30,26,31,8,21,16,52,49,51,59,70,67,41,30,33,12,23,18,55,53,52,67,75,70,33,25,30,13,32,26,59,51,54,72,83,80,28,17,20,22,33,21,63,46,53,85,79,73,15,21,27,24,33,23,59,46,48,83,80,71,17,20,29,11,20,24,54,53,49,65,74,73,35,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,24,15,71,58,58,84,82,73,16,18,27,7,18,13,72,70,62,78,88,76,22,12,24,,,,,,,,,,,,,8,27,14,88,50,51,96,77,65,4,23,35,1331
Cunningham Park Elementary,"1001 Park St SE, Vienna, VA 22180",Principal: Katharine T Le,(703) 255-5600,Fairfax County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,2,1,9,0,6,2,5,1,24,73,2,27,71,1,42,56,1,22,24,16,49,50,53,71,74,69,29,26,31,9,21,16,53,49,51,61,70,67,39,30,33,36,23,18,48,53,52,84,75,70,16,25,30,18,32,26,63,51,54,82,83,80,18,17,20,29,33,21,47,46,53,76,79,73,24,21,27,37,33,23,48,46,48,85,80,71,15,20,29,20,20,24,59,53,49,80,74,73,20,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,24,15,60,58,58,87,82,73,13,18,27,19,18,13,74,70,62,93,88,76,7,12,24,,,,,,,,,,,,,32,27,14,68,50,51,100,77,65,0,23,35,1332
Oakton High,"2900 Sutton Rd, Vienna, VA 22181",Principal: Mr. John Banbury,(703) 319-2700,Fairfax County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,3,2,1,5,1,6,2,5,1,25,68,6,27,71,1,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,14,10,85,80,80,94,94,90,6,6,10,<,63,54,<,19,15,<,82,69,<,18,31,3,19,8,73,67,71,77,86,79,23,14,21,24,25,12,71,60,65,95,85,77,5,15,23,40,32,20,47,50,62,87,82,82,13,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333
Beech Tree Elementary,"3401 Beechtree Ln, Falls Church, VA 22042",Principal: Karim Daugherty,(703) 531-2600,Fairfax County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,2,1,7,5,6,2,5,1,33,60,7,27,71,1,42,56,1,21,24,16,27,50,53,48,74,69,52,26,31,6,21,16,39,49,51,45,70,67,55,30,33,15,23,18,47,53,52,62,75,70,38,25,30,23,32,26,53,51,54,77,83,80,23,17,20,32,33,21,35,46,53,67,79,73,33,21,27,24,33,23,50,46,48,74,80,71,26,20,29,18,20,24,50,53,49,68,74,73,32,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,18,13,76,70,62,100,88,76,0,12,24,,,,,,,,,,,,,,,,,,,,,,,,,1334
Hayfield Elementary,"7633 Telegraph Rd, Alexandria, VA 22315",Principal: Ms. Jessica R. Lewis,(703) 924-4500,Fairfax County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,2,1,6,0,6,2,5,1,21,79,0,27,71,1,42,56,1,28,24,16,47,50,53,76,74,69,24,26,31,41,21,16,44,49,51,85,70,67,15,30,33,24,23,18,59,53,52,82,75,70,18,25,30,44,32,26,52,51,54,95,83,80,5,17,20,20,33,21,60,46,53,80,79,73,20,21,27,17,33,23,51,46,48,68,80,71,32,20,29,41,20,24,46,53,49,87,74,73,13,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,24,15,73,58,58,89,82,73,11,18,27,5,18,13,82,70,62,88,88,76,13,12,24,,,,,,,,,,,,,64,27,14,36,50,51,100,77,65,0,23,35,1335
Kilmer Middle,"8100 Wolftrap Rd, Vienna, VA 22182",Principal: Mr. Ronald James,(703) 846-8800,Fairfax County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,2,1,7,3,6,2,5,1,24,74,1,27,71,1,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,19,11,59,61,59,90,80,70,10,20,30,24,18,9,62,62,58,86,80,67,14,20,33,,,,,,,,,,,,,,,,,,,,,,,,,39,19,8,61,67,71,99,86,79,1,14,21,78,25,12,22,60,65,100,85,77,0,15,23,100,32,20,0,50,62,100,82,82,0,18,18,,,,,,,,,,,,,,,,,,,,,,,,,40,25,17,53,59,58,93,85,76,7,15,24,5,27,14,57,50,51,63,77,65,37,23,35,1337
Kilmer Center,"8102 Wolftrap Rd, Vienna, VA 22182",Principal: Mr. MIchael J. Romanelli,(571) 226-8440,Fairfax County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,2,1,0,13,6,2,5,1,19,77,4,27,71,1,42,56,1,<,24,16,<,50,53,<,74,69,<,26,31,<,21,16,<,49,51,<,70,67,<,30,33,<,23,18,<,53,52,<,75,70,<,25,30,<,32,26,<,51,54,<,83,80,<,17,20,<,33,21,<,46,53,<,79,73,<,21,27,<,33,23,<,46,48,<,80,71,<,20,29,<,20,24,<,53,49,<,74,73,<,26,27,<,19,11,<,61,59,<,80,70,<,20,30,<,18,9,<,62,58,<,80,67,<,20,33,<,14,10,<,80,80,<,94,90,<,6,10,<,63,54,<,19,15,<,82,69,<,18,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<,24,15,<,58,58,<,82,73,<,18,27,<,18,13,<,70,62,<,88,76,<,12,24,<,25,17,<,59,58,<,85,76,<,15,24,<,27,14,<,50,51,<,77,65,<,23,35,1338
Rolling Valley Elementary,"6703 Barnack Dr, Springfield, VA 22152",Principal: Ms. Maureen Boland,(703) 923-2700,Fairfax County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,5,2,1,2,2,6,2,5,1,27,73,0,27,71,1,42,56,1,16,24,16,62,50,53,78,74,69,22,26,31,11,21,16,58,49,51,69,70,67,31,30,33,20,23,18,48,53,52,68,75,70,32,25,30,11,32,26,56,51,54,67,83,80,33,17,20,36,33,21,49,46,53,85,79,73,15,21,27,30,33,23,49,46,48,79,80,71,21,20,29,30,20,24,51,53,49,81,74,73,19,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,24,15,64,58,58,96,82,73,4,18,27,17,18,13,77,70,62,94,88,76,6,12,24,,,,,,,,,,,,,47,27,14,53,50,51,100,77,65,0,23,35,1339
Brookfield Elementary,"4200 Lees Corner Rd, Chantilly, VA 20151-2826",Principal: Mrs. Mary L Miller,(703) 814-8700,Fairfax County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,2,1,0,3,6,2,5,1,27,72,1,27,71,1,42,56,1,4,24,16,51,50,53,55,74,69,45,26,31,9,21,16,58,49,51,67,70,67,33,30,33,11,23,18,48,53,52,60,75,70,40,25,30,18,32,26,61,51,54,80,83,80,20,17,20,19,33,21,47,46,53,66,79,73,34,21,27,18,33,23,42,46,48,60,80,71,40,20,29,28,20,24,46,53,49,75,74,73,25,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,24,15,44,58,58,72,82,73,28,18,27,11,18,13,68,70,62,79,88,76,21,12,24,,,,,,,,,,,,,41,27,14,59,50,51,100,77,65,0,23,35,1340
Sandburg Middle,"8428 Fort Hunt Rd, Alexandria, VA 22308",Principal: Mr. Terrence Yarborough,(703) 799-6100,Fairfax County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,1,2,1,9,5,6,2,5,1,32,66,1,27,71,1,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,19,11,52,61,59,70,80,70,30,20,30,17,18,9,53,62,58,70,80,67,30,20,33,,,,,,,,,,,,,,,,,,,,,,,,,22,19,8,74,67,71,96,86,79,4,14,21,70,25,12,30,60,65,100,85,77,0,15,23,<,32,20,<,50,62,<,82,82,<,18,18,,,,,,,,,,,,,,,,,,,,,,,,,20,25,17,55,59,58,76,85,76,24,15,24,5,27,14,35,50,51,40,77,65,60,23,35,1342
Ravensworth Elementary,"5411 Nutting Dr, Springfield, VA 22151",Principal: Ms. Roxanne Salata,(703) 426-3600,Fairfax County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,2,1,9,0,6,2,5,1,32,68,0,27,71,1,42,56,1,24,24,16,58,50,53,82,74,69,18,26,31,23,21,16,56,49,51,79,70,67,21,30,33,15,23,18,52,53,52,67,75,70,33,25,30,3,32,26,59,51,54,61,83,80,39,17,20,20,33,21,59,46,53,80,79,73,20,21,27,19,33,23,55,46,48,74,80,71,26,20,29,11,20,24,66,53,49,77,74,73,23,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,24,15,52,58,58,72,82,73,28,18,27,5,18,13,66,70,62,71,88,76,29,12,24,,,,,,,,,,,,,<,27,14,<,50,51,<,77,65,<,23,35,1343
Washington Mill Elementary,"9100 Cherrytree Dr, Alexandria, VA 22309",Principal: Mr. Bradley L. Bennink,(703) 619-2500,Fairfax County Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: No,0,2,1,6,2,6,2,5,1,34,65,2,27,71,1,42,56,1,16,24,16,53,50,53,69,74,69,31,26,31,10,21,16,39,49,51,49,70,67,51,30,33,20,23,18,37,53,52,57,75,70,43,25,30,12,32,26,42,51,54,54,83,80,46,17,20,18,33,21,40,46,53,57,79,73,43,21,27,15,33,23,46,46,48,62,80,71,38,20,29,5,20,24,37,53,49,43,74,73,57,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,24,15,77,58,58,88,82,73,12,18,27,8,18,13,79,70,62,87,88,76,13,12,24,,,,,,,,,,,,,38,27,14,62,50,51,100,77,65,0,23,35,1344
Hollin Meadows Elementary,"2310 Nordok Place, Alexandria, VA 22306",Principal: Mr. Jon Gates,(703) 718-8300,Fairfax County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,2,1,6,1,6,2,5,1,23,77,0,27,71,1,42,56,1,26,24,16,42,50,53,68,74,69,32,26,31,5,21,16,34,49,51,39,70,67,61,30,33,9,23,18,57,53,52,67,75,70,33,25,30,12,32,26,34,51,54,46,83,80,54,17,20,20,33,21,52,46,53,72,79,73,28,21,27,18,33,23,44,46,48,62,80,71,38,20,29,18,20,24,50,53,49,68,74,73,32,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,24,15,64,58,58,75,82,73,25,18,27,0,18,13,51,70,62,51,88,76,49,12,24,,,,,,,,,,,,,0,27,14,53,50,51,53,77,65,47,23,35,1345
Stratford Landing Elementary,"8484 Riverside Rd, Alexandria, VA 22308",Principal: Dr. Maureen Marshall,(703) 619-3600,Fairfax County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,2,1,16,2,6,2,5,1,23,75,0,27,71,1,42,56,1,26,24,16,53,50,53,79,74,69,21,26,31,34,21,16,50,49,51,85,70,67,15,30,33,25,23,18,60,53,52,85,75,70,15,25,30,50,32,26,36,51,54,86,83,80,14,17,20,51,33,21,37,46,53,88,79,73,12,21,27,56,33,23,34,46,48,90,80,71,10,20,29,13,20,24,50,53,49,63,74,73,38,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,24,15,59,58,58,86,82,73,14,18,27,29,18,13,66,70,62,95,88,76,5,12,24,,,,,,,,,,,,,57,27,14,40,50,51,97,77,65,3,23,35,1346
Annandale Terrace Elementary,"7604 Herald St, Annandale, VA 22003",Principal: Ms. Andrea Garris,(703) 658-5600,Fairfax County Public Schools,Accredited with Warning ,Title I Priority: No,Title I Focus: Yes,2,2,1,2,0,6,2,5,1,26,70,2,27,71,1,42,56,1,16,24,16,39,50,53,55,74,69,45,26,31,6,21,16,41,49,51,48,70,67,52,30,33,13,23,18,36,53,52,49,75,70,51,25,30,16,32,26,57,51,54,73,83,80,27,17,20,8,33,21,42,46,53,51,79,73,49,21,27,10,33,23,41,46,48,51,80,71,49,20,29,4,20,24,43,53,49,48,74,73,52,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<,18,13,<,70,62,<,88,76,<,12,24,,,,,,,,,,,,,,,,,,,,,,,,,1347
Thomas Jefferson High for Science and Technology,"6560 Braddock Rd, Alexandria, VA 22312",Principal: Dr. Evan Glazer,(703) 750-8300,Fairfax County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,1,2,1,4,0,6,2,5,1,13,70,17,27,71,1,42,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,14,10,56,80,80,100,94,90,0,6,10,,,,,,,,,,,,,63,19,8,37,67,71,100,86,79,0,14,21,55,25,12,45,60,65,100,85,77,0,15,23,89,32,20,11,50,62,100,82,82,0,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1348
Stenwood Elementary,"2620 Gallows Rd, Vienna, VA 22180",Principal: Ms. Peggy Dammeyer,(703) 208-7600,Fairfax County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,0,2,1,7,0,6,2,5,1,24,76,0,27,71,1,42,56,1,25,24,16,55,50,53,79,74,69,21,26,31,22,21,16,64,49,51,86,70,67,14,30,33,10,23,18,72,53,52,82,75,70,18,25,30,37,32,26,53,51,54,90,83,80,10,17,20,23,33,21,61,46,53,84,79,73,16,21,27,25,33,23,63,46,48,88,80,71,12,20,29,8,20,24,71,53,49,80,74,73,20,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,24,15,57,58,58,86,82,73,14,18,27,8,18,13,82,70,62,90,88,76,10,12,24,,,,,,,,,,,,,63,27,14,38,50,51,100,77,65,0,23,35,1349
Mosby Woods Elementary,"9819 Five Oaks Rd, Fairfax, VA 22031",Principal: Ms. Mahri Aste,(703) 937-1600,Fairfax County Public Schools,Fully Accredited ,Title I Priority: No,Title I Focus: No,2,2,1,11,4,6,2,5,1,35,65,0,27,71,1,42,56,1,43,24,16,43,50,53,86,74,69,14,26,31,31,21,16,56,49,51,87,70,67,13,30,33,34,23,18,54,53,52,88,75,70,12,25,30,48,32,26,44,51,54,92,83,80,8,17,20,56,33,21,37,46,53,93,79,73,7,21,27,63,33,23,29,46,48,92,80,71,8,20,29,26,20,24,62,53,49,87,74,73,13,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,24,15,50,58,58,87,82,73,13,18,27,38,18,13,59,70,62,97,88,76,3,12,24,,,,,,,,,,,,,71,27,14,29,50,51,100,77,65,0,23,35,1350
