standardId,surveyYear,surveyCountry,surveyTitle,respondentGender,respondentBirthYear,qg_40,qg_41,qg_42,qg_43_ag_310,qg_43_ag_311,qg_43_ag_312,qg_43_ag_313,qg_43_ag_314,qg_43_ag_315,qg_43_ag_316,qg_45,qg_46,qg_47,qg_48,qg_49,qg_69,qg_70,qg_71,qg_72,qg_73,qg_74,qg_75,qg_76,qg_77,qg_78,qg_79,qg_80,qg_81,qg_84,qg_85
25828,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Don't know,Don't know,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
10747,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,35-44,Don't know,No,No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,,,,,Don't know,No,Too much,Enhance the national security of the United States,Don't know,,,,,,,,,,,,,,,
25364,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,,,,Other: (specify)|Support for bringing Assad before Int'l Criminal Court; threats directed at senior Syrian military commenders.,,Yes,No,Too much,Enhance the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
25137,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,55-64,Syria will not comply with the agreement,No,No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,,,,,,No,No,About the right amount,Decrease the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
22570,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,Don't know,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
20367,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,No,Don't know,Too much,Have no impact on the national security of the United States,Don't know,,,,,,,,,,,,,,,
20282,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,Syria will not comply with the agreement,"Yes, regardless of UN or congressional approval",Don't know,,,,Air strikes against Syrian government forces,Intervention with ground forces,,,Yes,Don't know,Too little,Decrease the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
21512,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will comply by June 30, 2014","Yes, with congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,No,Too much,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
25101,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",No,,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,No,Don't know,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
12378,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24340,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,35-44,Don't know,No,Don't know,Further economic sanctions against the Syrian government,,,,,,,Don't know,Don't know,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25659,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,65 and up,Syria will not comply with the agreement,"Yes, with UN authorization and congressional approval",No,,,,Air strikes against Syrian government forces,,,,Yes,Yes,Too little,Decrease the national security of the United States,Civil war,,,,,,,,,,,,,,,
26001,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,Don't know,"Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Don't know,No,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
12441,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,45-54,Syria will not comply with the agreement,"Yes, with UN authorization",No,,,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,No,No,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
10902,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,"Syria will comply by June 30, 2014",No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,No,No,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25270,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,"Syria will comply by June 30, 2014","Yes, regardless of UN or congressional approval",No,,Supplying additional arms to opposition forces in Syria,,Air strikes against Syrian government forces,,,,Yes,No,Too much,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
11759,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",No,,,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,Don't know,About the right amount,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
24040,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,45-54,Syria will not comply with the agreement,"Yes, with UN authorization",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,Air strikes against Syrian government forces,Intervention with ground forces,,,Yes,No,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
11491,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25650,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,35-44,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, regardless of UN or congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,,,,,No,No,About the right amount,Enhance the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
10840,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,Syria will not comply with the agreement,"Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,No,Don't know,Too much,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
25561,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,55-64,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,,,,,No,No,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
26127,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",No,,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,No,No,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
22380,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25596,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,55-64,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,Don't know,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
26051,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,,,,,,Yes,No,Too much,Enhance the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
22539,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,,,,,,,Yes,No,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
22867,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,Don't know,Don't know,Don't know,,,,,,,,Don't know,Don't know,Too much,Enhance the national security of the United States,Don't know,,,,,,,,,,,,,,,
24871,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,,,,,,,No further action is needed,No,Don't know,Too much,,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25629,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,Syria will not comply with the agreement,No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,No,Too much,Have no impact on the national security of the United States,Civil war,,,,,,,,,,,,,,,
25238,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,55-64,Syria will not comply with the agreement,No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,No,About the right amount,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
22457,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Yes,No,Too much,Enhance the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
25787,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,No,Yes,About the right amount,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
