District,Government,Value,Revenue Type,year,Vote,Revenue Source
Bukwo District,District Government,"7,520",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 567,Conditional Grant to NGO Hospitals
Bukwo District,District Government,"1,080,302",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 567,Conditional Grant to Secondary Salaries
Bukwo District,District Government,"1,080,302",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 567,Conditional Grant to Secondary Salaries
Bukwo District,District Government,"24,523",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 567,Conditional Grant to DSC Chairs’ Salaries
Bukwo District,District Government,"24,523",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 567,Conditional Grant to DSC Chairs’ Salaries
Bukwo District,District Government,"20,738",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 567,Conditional transfers to School Inspection Grant
Bukwo District,District Government,"20,738",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 567,Conditional transfers to School Inspection Grant
Bukwo District,District Government,"23,599",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 567,Conditional Grant to District Natural Res. - Wetlands (Non Wage)
Bukwo District,District Government,"23,599",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 567,Conditional Grant to District Natural Res. - Wetlands (Non Wage)
Bukwo District,District Government,"109,500",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 567,Conditional Grant to District Hospitals
Bukwo District,District Government,"109,500",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 567,Conditional Grant to District Hospitals
Bukwo District,District Government,"2,015",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 567,Conditional Grant to Community Devt Assistants Non Wage
Bukwo District,District Government,"2,015",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 567,Conditional Grant to Community Devt Assistants Non Wage
Bukwo District,District Government,"47,965",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 567,Conditional Grant to Agric. Ext Salaries
Bukwo District,District Government,"47,965",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 567,Conditional Grant to Agric. Ext Salaries
Bukwo District,District Government,"169,508",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 567,Conditional Grant for NAADS
Bukwo District,District Government,"169,508",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 567,Conditional Grant for NAADS
Bukwo District,District Government,"7,955",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 567,Conditional Grant to Functional Adult Lit
Bukwo District,District Government,"7,955",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 567,Conditional Grant to Functional Adult Lit
Bukwo District,District Government,"183,845",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 567,NAADS (Districts) - Wage
Bukwo District,District Government,"183,845",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 567,NAADS (Districts) - Wage
Bukwo District,District Government,"7,256",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 567,Conditional Grant to Women Youth and Disability Grant
Bukwo District,District Government,"7,256",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 567,Conditional Grant to Women Youth and Disability Grant
Bukwo District,District Government,"442,699",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 567,Conditional transfer for Rural Water 
Bukwo District,District Government,"442,699",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 567,Conditional transfer for Rural Water 
Bukwo District,District Government,"89,308",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 567,Conditional transfers to Councillors allowances and Ex- Gratia for LLGs
Bukwo District,District Government,"89,308",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 567,Conditional transfers to Councillors allowances and Ex- Gratia for LLGs
Bukwo District,District Government,"18,821",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 567,Conditional transfers to DSC Operational Costs
Bukwo District,District Government,"18,821",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 567,Conditional transfers to DSC Operational Costs
Bukwo District,District Government,"15,149",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 567,Conditional transfers to Special Grant for PWDs
Bukwo District,District Government,"15,149",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 567,Conditional transfers to Special Grant for PWDs
Bukwo District,District Government,"275,788",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 567,Conditional Grant to SFG
Bukwo District,District Government,"275,788",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 567,Conditional Grant to SFG
Bukwo District,District Government,"41,140",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 567,Conditional transfers to Production and Marketing
Bukwo District,District Government,"41,140",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 567,Conditional transfers to Production and Marketing
Bukwo District,District Government,"94,433",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 567,Roads Rehabilitation Grant
Bukwo District,District Government,"94,433",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 567,Roads Rehabilitation Grant
Bukwo District,District Government,"22,000",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 567,Sanitation and Hygiene
Bukwo District,District Government,"22,000",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 567,Sanitation and Hygiene
Bukwo District,District Government,,2c. Other Government Transfers,2014/15 Approved Budget,Vote: 567,URF
Bukwo District,District Government,,2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 567,URF
Bukwo District,District Government,"340,635",2c. Other Government Transfers,2014/15 Approved Budget,Vote: 567,Uganda Road Fund-road maintenance
Bukwo District,District Government,"340,635",2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 567,Uganda Road Fund-road maintenance
Bukwo District,District Government,,2c. Other Government Transfers,2014/15 Approved Budget,Vote: 567,MOE-PLE
Bukwo District,District Government,,2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 567,MOE-PLE
Bukwo District,District Government,,2c. Other Government Transfers,2014/15 Approved Budget,Vote: 567,Youth Likelihood Programme
Bukwo District,District Government,,2c. Other Government Transfers,2015/16 Proposed Budget,Vote: 567,Youth Likelihood Programme
Bukwo District,District Government,"312,570",3. Local Development Grant,2014/15 Approved Budget,Vote: 567,LGMSD (Former LGDP)
Bukwo District,District Government,"312,570",3. Local Development Grant,2015/16 Proposed Budget,Vote: 567,LGMSD (Former LGDP)
Bukwo District,District Government,"217,978",4. Donor Funding,2014/15 Approved Budget,Vote: 567,SDS
Bukwo District,District Government,"217,978",4. Donor Funding,2015/16 Proposed Budget,Vote: 567,SDS
Bukwo District,District Government,"35,000",4. Donor Funding,2014/15 Approved Budget,Vote: 567,United Nations Population Fund/GOU Joint Programme
Bukwo District,District Government,"35,000",4. Donor Funding,2015/16 Proposed Budget,Vote: 567,United Nations Population Fund/GOU Joint Programme
Bukwo District,District Government,"209,359",4. Donor Funding,2014/15 Approved Budget,Vote: 567,WHO/UNICEF
Bukwo District,District Government,"209,359",4. Donor Funding,2015/16 Proposed Budget,Vote: 567,WHO/UNICEF
Bulambuli District,District Government,,1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 589,Advertisements/Billboards
Bulambuli District,District Government,"14,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 589,Advertisements/Billboards
Bulambuli District,District Government,"28,730",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 589,Local Service Tax
Bulambuli District,District Government,"30,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 589,Local Service Tax
Bulambuli District,District Government,"26,431",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 589,Market/Gate Charges
Bulambuli District,District Government,"20,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 589,Market/Gate Charges
Bulambuli District,District Government,"32,634",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 589,Other Fees and Charges
Bulambuli District,District Government,"69,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 589,Other Fees and Charges
Bulambuli District,District Government,"5,000",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 589,Land Fees
Bulambuli District,District Government,"5,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 589,Land Fees
Bulambuli District,District Government,,1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 589,Registration of Businesses
Bulambuli District,District Government,"20,000",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 589,Registration of Businesses
Bulambuli District,District Government,"11,344",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 589,Miscellaneous
Bulambuli District,District Government,,1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 589,Miscellaneous
Bulambuli District,District Government,"20,431",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 589,Business licences
Bulambuli District,District Government,,1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 589,Business licences
Bulambuli District,District Government,551,1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 589,Animal & Crop Husbandry related levies
Bulambuli District,District Government,548,1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 589,Animal & Crop Husbandry related levies
Bulambuli District,District Government,"20,727",1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 589,Agency Fees
Bulambuli District,District Government,"20,300",1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 589,Agency Fees
Bulambuli District,District Government,221,1. Locally Raised Revenues,2014/15 Approved Budget,Vote: 589,"Registration (e.g. Births, Deaths, Marriages, etc.) Fees"
Bulambuli District,District Government,,1. Locally Raised Revenues,2015/16 Proposed Budget,Vote: 589,"Registration (e.g. Births, Deaths, Marriages, etc.) Fees"
Bulambuli District,District Government,"250,387",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 589,Transfer of Urban Unconditional Grant - Wage
Bulambuli District,District Government,"250,387",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 589,Transfer of Urban Unconditional Grant - Wage
Bulambuli District,District Government,"1,029,405",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 589,Transfer of District Unconditional Grant - Wage
Bulambuli District,District Government,"1,029,405",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 589,Transfer of District Unconditional Grant - Wage
Bulambuli District,District Government,"104,365",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 589,Urban Unconditional Grant - Non Wage
Bulambuli District,District Government,"104,365",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 589,Urban Unconditional Grant - Non Wage
Bulambuli District,District Government,"278,279",2a. Discretionary Government Transfers,2014/15 Approved Budget,Vote: 589,District Unconditional Grant - Non Wage
Bulambuli District,District Government,"278,279",2a. Discretionary Government Transfers,2015/16 Proposed Budget,Vote: 589,District Unconditional Grant - Non Wage
Bulambuli District,District Government,"3,642,169",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 589,Conditional Grant to Primary Salaries
Bulambuli District,District Government,"3,642,169",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 589,Conditional Grant to Primary Salaries
Bulambuli District,District Government,"956,737",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 589,Conditional Grant to Secondary Education
Bulambuli District,District Government,"956,737",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 589,Conditional Grant to Secondary Education
Bulambuli District,District Government,"705,541",2b. Conditional Government Transfers,2014/15 Approved Budget,Vote: 589,Conditional Grant to Secondary Salaries
Bulambuli District,District Government,"705,541",2b. Conditional Government Transfers,2015/16 Proposed Budget,Vote: 589,Conditional Grant to Secondary Salaries
