Budget Type,District,Government,Budget,Economic Function,year,Vote,ofWhich,Budget Function,Programme
Recurrent Budget Estimates,IGANGA District,Central Government,"33,945",321446  Conditional transfers to Special Grant for PWDs,2015/16 Draft Estimates,Vote:510,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,IGANGA District,Central Government,"16,259",321437  Conditional Grant to Women Youth and Disability Grant,2015/16 Draft Estimates,Vote:510,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,IGANGA District,Central Government,"3,252",o/w Disability,2015/16 Draft Estimates,Vote:510,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,IGANGA District,Central Government,"6,504",o/w Women,2015/16 Draft Estimates,Vote:510,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,IGANGA District,Central Government,"6,504",o/w Youth,2015/16 Draft Estimates,Vote:510,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,IGANGA District,Central Government,"4,515",321434  Conditional Grant to Community Devt Assistants Non Wage,2015/16 Draft Estimates,Vote:510,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,IGANGA District,Central Government,"17,825",321420  Conditional Grant to Functional Adult Lit,2015/16 Draft Estimates,Vote:510,,Non Wage,Programme  09 Community Based Services
Development Budget Estimates,IGANGA District,Central Government,"626,236",321426  LGMSD (Former LGDP),2015/16 Draft Estimates,Vote:510,,Dev't,Project  0115 LGDP FUND
Development Budget Estimates,IGANGA District,Central Government,"38,862",o/w Busembatya,2015/16 Draft Estimates,Vote:510,321426  LGMSD (Former LGDP),Dev't,Project  0115 LGDP FUND
Development Budget Estimates,IGANGA District,Central Government,"674,703",321428  Conditional transfer for Rural Water,2015/16 Draft Estimates,Vote:510,,Dev't,Project  0156 RURAL WATER AND SANITATION
Development Budget Estimates,IGANGA District,Central Government,"32,411",321431  Conditional Grant to PHC - development,2015/16 Draft Estimates,Vote:510,,Dev't,Project  0422 PRIMARY HEALTH CARE
Development Budget Estimates,IGANGA District,Central Government,"988,090",321433  Conditional Grant to SFG,2015/16 Draft Estimates,Vote:510,,Dev't,Project  0423 SCHOOL CONSTRUCTION PROGRAMME
Recurrent Budget Estimates,JINJA District,Central Government,"1,280,165",321451  Transfer of District Unconditional Grant - Wage,2015/16 Draft Estimates,Vote:511,,Wage,Programme  01 Administration
Recurrent Budget Estimates,JINJA District,Central Government,"399,763",321450  Transfer of Urban Unconditional Grant - Wage,2015/16 Draft Estimates,Vote:511,,Wage,Programme  01 Administration
Recurrent Budget Estimates,JINJA District,Central Government,"377,548",321402  Urban Unconditional Grant - Non Wage,2015/16 Draft Estimates,Vote:511,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,JINJA District,Central Government,"160,004",o/w Bugembe T.C,2015/16 Draft Estimates,Vote:511,321402  Urban Unconditional Grant - Non Wage,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,JINJA District,Central Government,"74,715",o/w Buwenge T.C,2015/16 Draft Estimates,Vote:511,321402  Urban Unconditional Grant - Non Wage,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,JINJA District,Central Government,"142,829",o/w Kakira T.C,2015/16 Draft Estimates,Vote:511,321402  Urban Unconditional Grant - Non Wage,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,JINJA District,Central Government,"754,106",321401  District Unconditional Grant - Non Wage,2015/16 Draft Estimates,Vote:511,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,JINJA District,Central Government,"47,143",221016  IFMS Recurrent Costs,2015/16 Draft Estimates,Vote:511,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,JINJA District,Central Government,"58,547",321427  Conditional Grant to PAF monitoring,2015/16 Draft Estimates,Vote:511,,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,JINJA District,Central Government,"41,197",o/w Normal PAF Monitoring & Accountability,2015/16 Draft Estimates,Vote:511,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,JINJA District,Central Government,"17,351",o/w Printing of Payslips,2015/16 Draft Estimates,Vote:511,321427  Conditional Grant to PAF monitoring,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
Recurrent Budget Estimates,JINJA District,Central Government,"112,345",321445  Conditional transfers to Councillors allowances and Ex- Gratia for LLGs,2015/16 Draft Estimates,Vote:511,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,JINJA District,Central Government,"122,304",321444  Conditional transfers to Salary and Gratuity for LG elected Political Leaders,2015/16 Draft Estimates,Vote:511,,Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,JINJA District,Central Government,"71,666",321439  Conditional transfers to DSC Operational Costs,2015/16 Draft Estimates,Vote:511,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,JINJA District,Central Government,"28,120","321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",2015/16 Draft Estimates,Vote:511,,Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,JINJA District,Central Government,"5,212",o/w Contracts Committee,2015/16 Draft Estimates,Vote:511,"321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,JINJA District,Central Government,"7,903",o/w District Land Board,2015/16 Draft Estimates,Vote:511,"321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,JINJA District,Central Government,"15,005",o/w PAC,2015/16 Draft Estimates,Vote:511,"321422  Conditional transfers to Contracts Committee/DSC/PAC/Land Boards, etc.",Non Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,JINJA District,Central Government,"24,336",321410  Conditional Grant to DSC Chairs’ Salaries,2015/16 Draft Estimates,Vote:511,,Wage,Programme  03 Statutory Bodies
Recurrent Budget Estimates,JINJA District,Central Government,"102,400",321448  Conditional transfers to Production and Marketing,2015/16 Draft Estimates,Vote:511,,Non Wage,Programme  04 Production
Recurrent Budget Estimates,JINJA District,Central Government,"147,388",321408  Conditional Grant to Agric. Ext Salaries,2015/16 Draft Estimates,Vote:511,,Wage,Programme  04 Production
Recurrent Budget Estimates,JINJA District,Central Government,"177,733",321418  Conditional Grant to NGO Hospitals,2015/16 Draft Estimates,Vote:511,,Non Wage,Programme  05 Health
Recurrent Budget Estimates,JINJA District,Central Government,"240,996",321413  Conditional Grant to PHC- Non wage,2015/16 Draft Estimates,Vote:511,,Non Wage,Programme  05 Health
Recurrent Budget Estimates,JINJA District,Central Government,"4,933,370",321407  Conditional Grant to PHC Salaries,2015/16 Draft Estimates,Vote:511,,Wage,Programme  05 Health
Recurrent Budget Estimates,JINJA District,Central Government,"149,479",321462  Conditional Transfers for Primary Teachers Colleges,2015/16 Draft Estimates,Vote:511,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,JINJA District,Central Government,"134,200",321461  Conditional Transfers for Non Wage Technical Institutes,2015/16 Draft Estimates,Vote:511,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,JINJA District,Central Government,"32,000",321455  Conditional Transfers for Non Wage Community Polytechnics,2015/16 Draft Estimates,Vote:511,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,JINJA District,Central Government,"35,508",321447  Conditional transfers to School Inspection Grant,2015/16 Draft Estimates,Vote:511,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,JINJA District,Central Government,"16,558",o/w DEO Operational Costs,2015/16 Draft Estimates,Vote:511,321447  Conditional transfers to School Inspection Grant,Non Wage,Programme  06 Education
Recurrent Budget Estimates,JINJA District,Central Government,"1,097,254",321432  Conditional Grant to Health Training Schools,2015/16 Draft Estimates,Vote:511,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,JINJA District,Central Government,"1,860,453",321419  Conditional Grant to Secondary Education,2015/16 Draft Estimates,Vote:511,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,JINJA District,Central Government,"558,523",321411  Conditional Grant to Primary Education,2015/16 Draft Estimates,Vote:511,,Non Wage,Programme  06 Education
Recurrent Budget Estimates,JINJA District,Central Government,"4,122,359",321406  Conditional Grant to Secondary Salaries,2015/16 Draft Estimates,Vote:511,,Wage,Programme  06 Education
Recurrent Budget Estimates,JINJA District,Central Government,"8,141,357",321405  Conditional Grant to Primary Salaries,2015/16 Draft Estimates,Vote:511,,Wage,Programme  06 Education
Recurrent Budget Estimates,JINJA District,Central Government,"589,437",321404  Conditional Grant to Tertiary Salaries,2015/16 Draft Estimates,Vote:511,,Wage,Programme  06 Education
Recurrent Budget Estimates,JINJA District,Central Government,"22,000",321449  Sanitation and Hygiene,2015/16 Draft Estimates,Vote:511,,Non Wage,Programme  08 Natural Resources
Recurrent Budget Estimates,JINJA District,Central Government,"11,178",321436  Conditional Grant to District Natural Res. - Wetlands (Non Wage),2015/16 Draft Estimates,Vote:511,,Non Wage,Programme  08 Natural Resources
Recurrent Budget Estimates,JINJA District,Central Government,"30,211",321446  Conditional transfers to Special Grant for PWDs,2015/16 Draft Estimates,Vote:511,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,JINJA District,Central Government,"14,471",321437  Conditional Grant to Women Youth and Disability Grant,2015/16 Draft Estimates,Vote:511,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,JINJA District,Central Government,"2,894",o/w Disability,2015/16 Draft Estimates,Vote:511,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,JINJA District,Central Government,"5,788",o/w Women,2015/16 Draft Estimates,Vote:511,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,JINJA District,Central Government,"5,788",o/w Youth,2015/16 Draft Estimates,Vote:511,321437  Conditional Grant to Women Youth and Disability Grant,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,JINJA District,Central Government,"4,019",321434  Conditional Grant to Community Devt Assistants Non Wage,2015/16 Draft Estimates,Vote:511,,Non Wage,Programme  09 Community Based Services
Recurrent Budget Estimates,JINJA District,Central Government,"15,864",321420  Conditional Grant to Functional Adult Lit,2015/16 Draft Estimates,Vote:511,,Non Wage,Programme  09 Community Based Services
Development Budget Estimates,JINJA District,Central Government,"667,030",321426  LGMSD (Former LGDP),2015/16 Draft Estimates,Vote:511,,Dev't,Project  0115 LGDP FUND
Development Budget Estimates,JINJA District,Central Government,"92,646",o/w Bugembe T.C.,2015/16 Draft Estimates,Vote:511,321426  LGMSD (Former LGDP),Dev't,Project  0115 LGDP FUND
Development Budget Estimates,JINJA District,Central Government,"64,148",o/w Buwenge T.c.,2015/16 Draft Estimates,Vote:511,321426  LGMSD (Former LGDP),Dev't,Project  0115 LGDP FUND
Development Budget Estimates,JINJA District,Central Government,"65,638",o/w Kakira T.C.,2015/16 Draft Estimates,Vote:511,321426  LGMSD (Former LGDP),Dev't,Project  0115 LGDP FUND
Development Budget Estimates,JINJA District,Central Government,"676,876",321428  Conditional transfer for Rural Water,2015/16 Draft Estimates,Vote:511,,Dev't,Project  0156 RURAL WATER AND SANITATION
Development Budget Estimates,JINJA District,Central Government,"33,970",321431  Conditional Grant to PHC - development,2015/16 Draft Estimates,Vote:511,,Dev't,Project  0422 PRIMARY HEALTH CARE
Development Budget Estimates,JINJA District,Central Government,"273,188",321433  Conditional Grant to SFG,2015/16 Draft Estimates,Vote:511,,Dev't,Project  0423 SCHOOL CONSTRUCTION PROGRAMME
Recurrent Budget Estimates,KABALE District,Central Government,"2,532,755",321451  Transfer of District Unconditional Grant - Wage,2015/16 Draft Estimates,Vote:512,,Wage,Programme  01 Administration
Recurrent Budget Estimates,KABALE District,Central Government,"46,854",321450  Transfer of Urban Unconditional Grant - Wage,2015/16 Draft Estimates,Vote:512,,Wage,Programme  01 Administration
Recurrent Budget Estimates,KABALE District,Central Government,"254,238",321402  Urban Unconditional Grant - Non Wage,2015/16 Draft Estimates,Vote:512,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,KABALE District,Central Government,"140,139",o/w Hamurwa T.C (Including UShs. 100m for completion of Office Block),2015/16 Draft Estimates,Vote:512,321402  Urban Unconditional Grant - Non Wage,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,KABALE District,Central Government,"60,712",o/w Katuna T.C,2015/16 Draft Estimates,Vote:512,321402  Urban Unconditional Grant - Non Wage,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,KABALE District,Central Government,"53,387",o/w Muhanga T.C,2015/16 Draft Estimates,Vote:512,321402  Urban Unconditional Grant - Non Wage,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,KABALE District,Central Government,"1,681,680",321401  District Unconditional Grant - Non Wage,2015/16 Draft Estimates,Vote:512,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,KABALE District,Central Government,"600,000",o/w Upgrading and Tarmacking of Kabale Lake Bunyonyi Road,2015/16 Draft Estimates,Vote:512,321401  District Unconditional Grant - Non Wage,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,KABALE District,Central Government,"30,000",221016  IFMS Recurrent Costs,2015/16 Draft Estimates,Vote:512,,Non Wage,Programme  01 Administration
Recurrent Budget Estimates,KABALE District,Central Government,"98,351",321427  Conditional Grant to PAF monitoring,2015/16 Draft Estimates,Vote:512,,Non Wage,"Programme  02 Finance, Planning and Internal Audit"
