"","x"
"4073","Staples Inc."
"4074","Allocation of unearmarked funds by UNEP"
"4075","Allocation of unearmarked funds by WMO"
"4076","M. J. Murdock Charitable Trust"
"4077","F. M. Kirby Foundation, Inc."
"4078","Wakefern Food Corp. (ShopRite and PriceRite stores"
"4079","Mosaic Company"
"4080","ACE Charitable Foundation"
"4081","Weyerhaeuser"
"4082","International Programme for the Development of Communication"
"4083","United Way of Massachusetts Bay and Merrimack Valley "
"4084","Inasmuch Foundation"
"4085","The Achelis Foundation"
"4086","The Bodman Foundation"
"4087","AT&T Foundation"
"4088","TD Bank"
"4089","Build-A-Bear Workshop Foundation"
"4090","Astoria Federal Savings"
"4091","Home Depot Foundation"
"4092","John Deere Foundation"
"4093","UNICEF National Committee/San Marino"
"4094","HNA Group"
"4095","Korean-American Association"
"4096","Ericsson"
"4097","Perry Ellis International"
"4098","Menasha Corporation "
"4099","Zambia Red Cross Society"
"4100","Barclays Ghana"
"4101","Goya Foods, Inc."
"4102","Crawford & Company"
"4103","Grand Circle Foundation"
"4104","Wegman Family Charitable Foundation"
"4105","Airamid Health Management"
"4106","Giant Food Stores"
"4107","C & S Wholesale Grocers"
"4108","Nokia"
"4109","QVC, Inc."
"4110","Sony"
"4111","DentaQuest"
"4112","Ronald McDonald House Charities"
"4113","Arcos Dorados B.V."
"4114","Sprint Nextel"
"4115","Boston Foundation (Ansara Family Fund)"
"4116","Sony Online Entertainment"
"4117","Underwriters Laboratories"
"4118","US Airways"
"4119","J. Willard and Alice S. Marriott Foundation"
"4120","Darden Restaurants"
"4121","Honeywell"
"4122","Global Children Foundation"
"4123","Starbucks Foundation "
"4124","Angel Network"
"4125","Xstrata AG"
"4126","Burton D. Morgan Foundation"
"4127","BASF"
"4128","eBay Foundation"
"4129","Vodafone Group Foundation"
"4130","BMO Financial Group"
"4131","Rogers Communications"
"4132","Go Daddy"
"4133","ACT Alliance / Presbyterian Disaster Assistance"
"4134","Lance Armstrong Foundation"
"4135","Diageo"
"4136","NEM Insurance Company"
"4137","Comcast Corp"
"4138","Discover Financial Services"
"4139","Suriname "
"4140","UnitedHealth"
"4141","Dow Chemical Corporation"
"4142","Allstate Foundation"
"4143","Not on our Watch"
"4144","Toyota Motor Corporation"
"4145","State Street Corporation"
"4146","Reynolds American Foundation"
"4147","Tenet Healthcare Corporation"
"4148","Pietrantoni Mendez & Alvarez LLP"
"4149","Credit Agricole"
"4150","Chubb Corporation"
"4151","TJX Companies"
"4152","Toys R Us"
"4153","DuPont"
"4154","SES World Skies"
"4155","News Corp."
"4156","Citigroup"
"4157","Crocs, Inc."
"4158","Limited Brands"
"4159","GenNX360"
"4160","Rothschild Estates"
"4161","Eastman Kodak Charitable Trust"
"4162","Scottrade"
"4163","Canadian National Railway Company"
"4164","Cogeco Cable"
"4165","Desjardins"
"4166","US Bancorp"
"4167","Pentair"
"4168","Northfield Bank Foundation"
"4169","Hudson's Bay Company"
"4170","Paraguay"
"4171","FPL Group Foundation"
"4172","Symantec"
"4173","National Grid"
"4174","Congo, Democratic Republic of"
"4175","Shionogi & Co., Ltd"
"4176","Canada Safeway Foundation"
"4177","RBC"
"4178","Burger King"
"4179","Tim Hortons Stores"
"4180","PACCAR Inc."
"4181","NYSE Euronext"
"4182","Healthworkers Community "
"4183","AP Moller Maersk Group"
"4184","Yum Brands Inc"
"4185","Monsanto Co."
"4186","Sphene International Ltd"
"4187","Dollar General Corporation"
"4188","Skanska"
"4189","Becton, Dickson and Company"
"4190","Enhanced Online News"
"4191","Royal Caribbean International"
"4192","Raytheon"
"4193","Chrysler Foundation"
"4194","Newman Foundation"
"4195","Nestle"
"4196","Carlson Wagonlit Travel Beheermaatschappij"
"4197","Risk and Insurance Management Society"
"4198","SCA Tissue"
"4199","Office of the Representative of the Dalai Lama"
"4200","Oregon Community Foundation"
"4201","California Endowment"
"4202","Have It Your Way Foundation"
"4203","Lisa and Douglas Goldman Fund"
"4204","Cleveland Foundation"
"4205","UNICEF National Committee/Israel"
"4206","Alcoa Foundation"
"4207","Jefferies Group Inc"
"4208","Stop & Shop Supermarket Company"
"4209","Target"
"4210","Cigna Foundation"
"4211","Sutter Health"
"4212","CareSource Foundation"
"4213","Eaton Corp"
"4214","Kraft Foods Foundation"
"4215","Fiat Group"
"4216","National Football League"
"4217","Advent Software"
"4218","Air Products"
"4219","Alcon Laboratories"
"4220","Altria Group"
"4221","Amway"
"4222","Northern Trust Corporation"
"4223","National Basketball Association"
"4224","AstraZeneca"
"4225","Orthodox Church in America"
"4226","Sprint Foundation"
"4227","Shell Oil Company"
"4228","Humana Foundation"
"4229","McKesson Corporation"
"4230","Hess Corporation"
"4231","Southern Company Charitable Foundations"
"4232","Sempra Energy Foundation"
"4233","ConocoPhillips"
"4234","Transat AT"
"4235","Google"
"4236","New York Life Insurance Company"
"4237","W.K. Kellogg Foundation"
"4238","Hillman Family Foundations"
"4239","Oklahoma City Community Foundation"
"4240","M.A.C. AIDS Fund"
"4241","Pirelli & C. Societa per Azioni"
"4242","VICINI and the INICIA Foundation"
"4243","Credit Suisse"
"4244","ArcelorMittal Foundation"
"4245","Marathon Oil Company"
"4246","McDonald's Corporation"
"4247","Skadden, Arps, Slate, Meagher, & Flom LPP & Affiliates"
"4248","Venable LLP"
"4249","Akin Gump Strauss Hauer & Feld LLP"
"4250","Gibson, Dunn & Crutcher "
"4251","Chadbourne & Parke LLP"
"4252","Winston & Strawn LLP"
"4253","WilmerHale"
"4254","Mayer Brown"
"4255","Schulte Roth & Zabel LLP"
"4256","Grupo Pão de Açúcar"
"4257","Vitamin Shoppe"
"4258","Patton Boggs LLP "
"4259","Random House"
"4260","International Criminal Police Organization - INTERPOL"
"4261","Sol Inc."
"4262","Vans"
"4263","Dr. Fresh, Inc"
"4264","Kohl's Department Stores"
"4265","Walmart Canada"
"4266","TNT"
"4267","Webster Bank"
"4268","ING Group Disaster Relief Fund"
"4269","Petroleos de Venezuela"
"4270","Allianz Life Insurance Company of North America "
"4271","Shionogi Pharma Inc."
"4272","3M"
"4273","Atlantic Philanthropies"
"4274","Central Minnesota Community Foundation "
"4275","NiSource Charitable Foundation"
"4276","Toro Company"
"4277","Dun & Bradstreet"
"4278","Deutsche Bank AG"
"4279","Tesco"
"4280","Dunkin Brands"
"4281","Barclay's Foundation"
"4282","Kellogg Corporation"
"4283","Walt Disney Corporation"
"4284","Lowe's Companies Inc."
"4285","UBS"
"4286","United Technologies Corporation"
"4287","Safeway Inc"
"4288","Coach"
"4289","Farmers Insurance"
"4290","Migros"
"4291","Flowserve"
"4292","Avon"
"4293","Lipsey Water"
"4294","Foresters"
"4295","Moody's"
"4296","Carnival Corporations"
"4297","Louisville Gas & Electric and Kentucky Utilities Co."
"4298","Dr Pepper Snapple Group "
"4299","International Paper"
"4300","ITT Corporation"
"4301","M&T Bank"
"4302","Leonardo DiCaprio Foundation"
"4303","Harris Teeter"
"4304","Hospital Corporation of America"
"4305","Intel"
"4306","Kaiser Permanente"
"4307","Health Net Inc."
"4308","Paul Hastings"
"4309","Weil, Gotshal & Manges LLP"
"4310","OshKosh Corp."
"4311","Dewey & LeBoeuf LLP"
"4312","Northrop Grumman Corp"
"4313","Ross Stores, Inc."
"4314","JM Family Enterprises inc. and Southeast Toyota Distributors LLC"
"4315","Kirkland & Ellis LLP"
"4316","New York Yankees"
"4317","Office Depot"
"4318","Northwestern Mutual Corp."
"4319","Philadelphia Insurance Companies"
"4320","DJO Incorporated"
"4321","Regence Foundation"
"4322","Samsung Group"
"4323","Teva Pharmaceutical Industries Ltd."
"4324","Harland Clarke Holdings"
"4325","Valero Energy/Ultramar"
"4326","DELL"
"4327","Hydration Technology Innovations"
"4328","Kinetic Concepts, Inc."
"4329","William Gallagher Associates"
"4330","HSBC"
"4331","TEC Equipment, Inc."
"4332","Nationwide Insurance Foundation"
"4333","Digicel Aruba"
"4334","MetaCorp"
"4335","Maxim G Rochester and Leighton McKnight"
"4336","Royal Bank of Canada"
"4337","Bristol-Myers Squibb"
"4338","ConvaTec"
"4339","FIJIWater"
"4340","Ford Foundation"
"4341","Bertelsmann AG"
"4342","Unum"
"4343","Delhaize America Inc"
"4344","Hartford Financial Services Group"
"4345","Excelon Corporation"
"4346","Argos Cement Company"
"4347","Visa"
"4348","Jolie-Pitt Foundation"
"4349","Mattel"
"4350","Henry Schein Inc."
"4351","Minneapolis Foundation"
"4352","San Diego Foundation"
"4353","Korean Broadcast Company"
"4354","Chad "
"4355","Banesco Bank Venezuela"
"4356","Latin American Benevolent Foundation"
"4357","UN Spouses Bazaar"
"4358","World Mission Society Church of God"
"4359","ENDESA Group"
"4360","GMC Services"
"4361","UN Delivering AS ONE"
"4362","United Islamic Center"
"4363","Central African Republic"
"4364","Daystar Christian Centre"
"4365","UN Central Fund for Influenza Action"
"4366","Fondation Assistance Internationale"
"4367","Islamic Centre of Tucson"
"4368","The Pears Foundation"
"4369","Gaddafi International Charity and Development Foundation (GICDF)"
"4370","Zanfha Initiative"
"4371","BP Foundation"
"4372","Kuwait Joint Relief Committee"
"4373","VITOL"
"4374","Tethyan Copper Company"
"4375","Novo Nordisk"
"4376","BMW Group"
"4377","Equate Petrochemical"
"4378","JCB"
"4379","LEGO Foundation"
"4380","Sud-Chemie AG"
"4381","DynCorp"
"4382","Daewoo"
"4383","Pakistan Telecommunication Company LTD."
"4384","NetSol Technologies, Inc"
"4385","ICI Pakistan"
"4386","Infineon Technologies"
"4387","RAK Ceramics"
"4388","Doha Bank"
"4389","Boeing Company"
"4390","GE Foundation"
"4391","Sheraton Hotel"
"4392","Unilever"
"4393","Reach Out To Asia"
"4394","Telenor Pakistan"
"4395","One UN Fund, EFW"
"4396","TEAR Fund New Zealand"
"4397","EO metterdaad"
"4398","Darfur Peace and Stability Fund"
"4399","Economic Community of West African States"
"4400","B2Gold"
"4401","HEMCO"
"4402","CHF - ERF funds transfer"
"4403","UN Stabilization and Recovery - DRC"
"4404","Ethiopia"
"4405","Tasa Meng"
"4406","TELUS"
"4407","Uniqlo"
"4408","Union Bank Foundation"
"4409","Astellas"
"4410","Prudential Financial, Inc."
"4411","Casio"
"4412","The Clorox Company"
"4413","Actelion"
"4414","Continental AG"
"4415","DCH Auto Group"
"4416","ANA Airlines"
"4417","Applied Materials, Inc."
"4418","Delta Development Program"
"4419","Aflac"
"4420","Manulife Financial Corporation"
"4421","Bank of West"
"4422","Biogen Idec"
"4423","BNPP"
"4424","Booz Allen Hamilton"
"4425","BorgWarner"
"4426","Kyocera Corporation"
"4427","First Moscow Gymnasium"
"4428","Fujitsu"
"4429","Gap Inc."
"4430","Johnson & Johnson"
"4431","Jones Lang LaSalle"
"4432","KCI"
"4433","Sun Life Financial Inc."
"4434","Archer Daniels Midland Company"
"4435","Hawaiian Electric Co."
"4436","H-E-B"
"4437","IKEA Foundation"
"4438","Lockheed Martin"
"4439","Lupin"
"4440","Levi Strauss Foundation"
"4441","LG Electronic Inc."
"4442","L.L. Bean"
"4443","MAGE SOLAR"
"4444","Mazda"
"4445","Mitsubishi Electric"
"4446","Molson Coors Brewing Company"
"4447","Qualcomm Inc."
"4448","Molycorp, Inc."
"4449","NEC Corporation"
"4450","Nike"
"4451","Nikon"
"4452","Nintendo"
"4453","Novellus Systems"
"4454","Nukepills"
"4455","Spansion Inc."
"4456","Spark Energy"
"4457","WellPoint, Inc."
"4458","Adobe"
"4459","Advantest Corporation"
"4460","Brother Industries Ltd."
"4461","Bank of Palestine"
"4462","CHF Sudan/South Sudan Funding"
"4463","Republic of South Sudan"
"4464","Lindner Foundation Uganda"
"4465","Aayo Development Foundation"
"4466","First National Bank of Namibia"
"4467","United Nations Assistance Mission in Iraq"
"4468","GAVI Alliance"
"4469","Nippon Foundation"
"4470","Allocation of unearmarked funds by UNOPS"
"4471","INTERVIDA FOUNDATION, SPAIN"
"4472","WEFA HUMANITARIAN RELIEF ORGANIZATION"
"4473","Office of the United Nations Special Coordinator for the Middle East Peace Process"
"4474","American Friends of UNRWA"
"4475","FUNDACION LA CAIXA (FLC)"
"4476","Medicor Foundation"
"4477","Canadian Coalition"
"4478","Kuwaiti Social Reform Society"
"4479","League of Arab States"
"4480","Elena Trevisanato Onlus Foundation"
"4481","Don Bosco Mondo Prokur"
"4482","Museke Foundation"
"4483","Global Thematic Partners"
"4484","Butterfly Onlus Foundation"
"4485","Friends of UNFPA"
"4486","Movitel"
"4487","Mahvash and Jahangir Siddiqui Foundation"
"4488","European Commission Directorate General for Development"
"4489","General Secretariat of Awkaf"
"4490","Kuwaiti Society for Relief"
"4491","Al ghara Charity Organization-Jordan"
"4492","COFRA"
"4493","National Commission for Lebanese Women"
"4494","Al-Islah Association"
"4495","Najat Charitable Society"
"4496","Patient's Help Fund"
"4497","Shaik Abdallah Nouri Association"
"4498","Arab Medical Union"
"4499","Union of Relief Organizations – Lebanon"
"4500","Mekka Association"
"4501","Waqf Alghanem and Othman mosques"
"4502","Chaine du Bonheur"
"4503","The Asfari Foundation"
"4504","Education Above All Foundation"
"4505","UN TF for Int'l Coop&Dev"
"4506","Bilateral (affected government)"
"4507","Liberia Petroleum Company"
"4508","Mercury International"
"4509","African Rainbow Minerals"
"4510","Paul G. Allen"
"4511","Tony Elumelu Foundation"
"4512","Larry Page's Family Foundation"
"4513","Aliko Dangote's Foundation"
"4514","Seplat Petroleum Development Company Plc"
"4515","National Oil Company of Liberia"
"4516","Cera Products, Inc"
"4517","EcoBank"
"4518","Canadian Imperial Bank of Commerce"
"4519","Sierra Minerals Holdings/Vimetco"
"4520","Coca-Cola Foundation"
"4521","VOLVO"
"4522","Legatum Foundation"
"4523","Merck"
"4524","Robert Wood Johnson Foundation"
"4525","WELLCOME TRUST"
"4526","Société Anglogold Ashanti de Guinée"
"4527","Togo"
"4528","Taiwan ICDF"
"4529","Allocation of unearmarked funds by UNDSS"
"4530","Start Fund"
"4531","Khazanah Nasional"
"4532","Virgin Unite"
"4533","Community Chest Korea"
"4534","Accenture"
"4535","Roddick Foundation"
"4536","UNICEF National Committee/Indonesia"
"4537","Foundation-NL"
"4538","Rural Initiatives in Sustainability and Empowerment"
"4539","Help Syria through the Winter Foundation"
"4540","EuropeAid"
"4541","World Jewish Relief"
"4542","IDeA Foundation"
"4543","ASYA SAR - KYM"
"4544","Kenya Commercial Bank Limited"
"4545","Allocation of unearmarked funds by UN Women"
